PERMIT_TYPE,PERMIT#,PERMIT_RSN,PROJECT_NAME,LOCATION,EXPIRATION,CONTRACTOR,PHONE#,TOTAL_DAYS
DS,2019-010528 DS,12121428,RANGEL - DEFENDER TRL 10900 - DW INSTALL,10900 DEFENDER TRL,10/7/19,"Rangel Concrete Co.LTD,",5122800995,193
DS,2019-028711 DS,12142732,RANGEL - BLAZEBY DR 3412 - DRIVEWAY INSTALLATION,3412 BLAZEBY DR,10/9/19,"Rangel Concrete Co.LTD,",5122800995,193
DS,2019-017174 DS,12129239,RANGEL CONCRETE - 3501 BLAZEBY DR - Install Driveway / Sidewalk,3501 BLAZEBY DR,9/23/19,"Rangel Concrete Co.LTD,",5122800995,193
DS,2018-193619 DS,12082702,1700 LOVINGOOD DR,1700 LOVINGOOD DR,6/17/19,MATTHEW WILEY LENTZ DBA LENTZ CONSTRUCTION,5125251916,193
DS,2019-017131 DS,12129095,DANZE - MOCCASIN PATH 8810 - DRIVEWAY INSTALLATION,8810 MOCCASIN PATH,10/1/19,Danze Concrete Inc.,5128379677,194
DS,2018-097080 DS,11958003,6213 FLORENCIA LN,6213 FLORENCIA LN,10/5/19,"Ram Foundations, Inc.",5122846049,194
DS,2017-020215 DS,11676423,RAM - FLORENCIA LN 6133 - SIDEWALK,6133 FLORENCIA LN,8/13/19,"Ram Foundations, Inc.",5122846049,194
DS,2018-113290 DS,11976937,BLANCO CONCRETE - TAOMINA DR 6700 ,6700 TAOMINA DR,9/22/19,"Blanco Concrete, LLC",5122669998,194
DS,2019-036812 DS,12152281,Rangel Foundations - SELKIRK DR 11712 - DRIVEWAY INSTALLATION,11712 SELKIRK DR,9/28/19,Rangel Foundations Inc.,5127485750,194
DS,2019-020001 DS,12132484,RANGEL FOUNDATION - DEFENDER TRL 10828,10828 DEFENDER TRL,9/29/19,Rangel Foundations Inc.,5127485750,194
DS,2018-207134 DS,12099020,RANGEL FOUNDATION  - DEFENDER TRL 10820,10820 DEFENDER TRL,9/29/19,Rangel Foundations Inc.,5127485750,194
DS,2018-110714 DS,11973880,Harrell - REGOLIZIA CV 7800 - Sidewalk and Driveway,7800 REGOLIZIA CV,10/6/19,"Harrell Enterprises, LP",5129907573,194
DS,2019-008780 DS,12119356,RANGEL CONCRETE - 3408 BLAZEBY DR - Install Sidewalk/Driveway,3408 BLAZEBY DR,9/24/19,"Rangel Concrete Co.LTD,",5122800995,194
DS,2018-026616 DS,11876812,KBC - COLETO ST 1407 - DRIVEWAY INSTALLATION,1407 COLETO ST,10/5/19,KB Concrete,5128484605,194
DS,2018-171045 DS,12042290,RIO CONSTRUCTION - FORESTON DR 13005,13005 FORESTON DR,9/21/19,"Rio Construction, Inc.",5124178809,194
DS,2018-201697 DS,12092505,7301 HARTNELL DR,7301 HARTNELL DR,6/10/19,"J. TWO SONS CONCRETE CONTRACTORS, LLC",5125630785,194
DS,2019-014155 DS,12125591,DELTA  - LAVON BEND 10708 - DRIVEWAY INSTALLATION,10708 LAVON BND,10/8/19,Delta Concrete and Construction Services,5125687049,194
DS,2018-192100 DS,12080905,3102 CATALINA DR,3102 CATALINA DR,5/19/19,JB CONCRETE SERVICES,5127319285,194
DS,2018-192175 DS,12081064,RANGEL FOUNDATIONS - 11725 AMERICAN MUSTANG LOOP,11725 AMERICAN MUSTANG LOOP,10/9/19,Rangel Foundations Inc.,5127485750,195
DS,2019-045669 DS,12162724,2613 ZARAGOSA ST,2613 ZARAGOSA ST,10/7/19,WR Construction,5128446369,195
DS,2019-038220 DS,12153992,2613 ZARAGOSA ST,2613 ZARAGOSA ST,10/7/19,WR Construction,5128446369,195
DS,2019-013017 DS,12124334,RANGEL - GONZALES RANGER PASS 10821 - DRIVEWAY INSTALLATION,10821 GONZALES RANGER PASS,9/22/19,"Rangel Concrete Co.LTD,",5122800995,195
DS,2018-209265 DS,12101567,RANGEL - GONZALES RANGER PASS 10809 - DRIVEWAY INSTALLATION,10809 GONZALES RANGER PASS,9/22/19,"Rangel Concrete Co.LTD,",5122800995,195
DS,2019-031800 DS,12146412,KB CONCRETE - ARPDALE ST 2200,2200 ARPDALE ST,9/23/19,KB Concrete,5128484605,195
DS,2018-124753 DS,11990553,KBC - E 16TH ST 2921 - DRIVEWAY INSTALLATION,2921 E 16TH ST,10/9/19,KB Concrete,5128484605,195
DS,2018-181454 DS,12062432,RIO CONSTRUCTION - FORESTON DR 13104,13104 FORESTON DR,9/22/19,"Rio Construction, Inc.",5124178809,195
DS,2019-043400 DS,12160043,ANCHOR - E 2ND ST 1408 - DRVEWAY INSTALLATION,1408 E 2ND ST,10/2/19,"Anchor Concrete, Inc.",5122661630,195
DS,2018-157669 DS,12026977,ANCHOR - E 2ND ST BLDG 2 1408 - DRVEWAY INSTALLATION,1408 E 2ND ST BLDG 2,10/2/19,"Anchor Concrete, Inc.",5122661630,195
DS,2019-043370 DS,12160013,ANCHOR - E 2ND ST BLDG 2 1410 - DRVEWAY INSTALLATION,1410 E 2ND ST BLDG 2,10/2/19,"Anchor Concrete, Inc.",5122661630,195
DS,2018-085884 DS,11945071,ANCHOR - E 2ND ST BLDG 1410- DRVEWAY INSTALLATION,1410 E 2ND ST,10/2/19,"Anchor Concrete, Inc.",5122661630,195
DS,2018-158110 DS,12028064,AZAVACHE - ELEANOR ST 1225 - DRIVEWAY INSTALLATION,1225 ELEANOR ST,10/8/19,Azavache Concrete,5128453188,195
DS,2019-038080 DS,12153832,CTT - N IH 35 SERVICE RD 411 BLK - DRIVEWAY INSTALLATION,411-421 N IH 35 SVRD NB,10/7/19,Central Texas Tiltwall,5122510992,196
DS,2017-131552 DS,11808909,CTT - E 5TH ST 901 - DRIVEWAY INSTALLATION,901 E 5TH ST,10/7/19,Central Texas Tiltwall,5122510992,196
DS,2018-213021 DS,12106186,RANGEL - GONZALES RANGER PASS 10813 - DRIVEWAY INSTALLATION,10813 GONZALES RANGER PASS,9/23/19,"Rangel Concrete Co.LTD,",5122800995,196
DS,2018-189072 DS,12077453,5011 REGENCY DR,5011 REGENCY DR,5/15/19,Jimmy Reyes Concrete Construction,5122931271,196
DS,2018-178219 DS,12050358,11107 SPICEWOOD PKWY,11107 SPICEWOOD PKWY,4/24/19,Jimmy Reyes Concrete Construction,5122931271,196
DS,2018-192689 DS,12081608,Rangle Foundations - 10909 AMERICAN MUSTANG LOOP,10909 AMERICAN MUSTANG LOOP,10/9/19,Rangel Foundations Inc.,5127485750,196
DS,2019-044950 DS,12161853,RAM - 6209 FLORENCIA LN - Install Sidewalk,6209 FLORENCIA LN,10/8/19,"Ram Foundations, Inc.",5122846049,197
DS,2019-043782 DS,12160448,PRUNEDA - CRAIGWOOD DR 4900 BLK - DRIVEWAY INSTALLATION,4900-4925 CRAIGWOOD DR,10/9/19,Pruneda Construction,5127381260,197
DS,2018-129300 DS,11995847,PRUNEDA - FM 969 RD 6401 - DRIVEWAY INSTALLATION,6401 FM 969 RD,10/9/19,Pruneda Construction,5127381260,197
DS,2018-121249 DS,11986626,13617 CALDWELL DRIVE,13617 CALDWELL DR,10/2/19,"AMT Concrete, LLC",5127051091,197
DS,2019-042180 DS,12158633,13490-13604 N US 183 HWY SVRD SB,13490-13604 N US 183 HWY SVRD SB,10/2/19,"AMT Concrete, LLC",5127051091,197
DS,2018-179841 DS,12060604,3405 PECAN SPRINGS RD,3405 PECAN SPRINGS RD,4/27/19,"Mesa Concrete & Foundations, Inc.",5129856825,197
DS,2019-036815 DS,12152287,RANGEL FOUNDATIONS- SELKIRK DR 11716 - DRIVEWAY INSTALLATION,11716 SELKIRK DR,10/2/19,Rangel Foundations Inc.,5127485750,198
DS,2018-054035 DS,11905743,6329 FLORENCIA LN,6329 FLORENCIA LN,10/9/19,"Ram Foundations, Inc.",5122846049,198
DS,2018-199714 DS,12090152,BIG TEX - HEYWOOD DR 13920 - Sidewalk and Driveway,13920 HEYWOOD DR,9/30/19,"BIG TEX FOUNDATION, LLC",5125240383,199
DS,2019-020289 DS,12132838,BIG TEX - 13909 HEYWOOD DR - Install driveway/sidewalk,13909 HEYWOOD DR,9/29/19,"BIG TEX FOUNDATION, LLC",5125240383,199
DS,2019-023808 DS,12137076,A&L CONCRETE - 2523 HERNANDEZ ST,2523 HERNANDEZ ST,9/8/19,A&L Concrete LLC,7373339067,199
DS,2018-131632 DS,11998510,BLANCO CONCRETE - 6729 DENIA DR,6729 DENIA DR,8/3/19,"Blanco Concrete, LLC",5122669998,199
DS,2017-153451 DS,11835011,3001 SCENIC DR,3001 SCENIC DR,10/6/19,JD HUNT CUSTOM HOMES INC,512,199
DS,2019-016076 DS,12127914,A&L CONCRETE - 2517 HERNANDEZ ST,2517 HERNANDEZ ST,9/8/19,A&L Concrete LLC,7373339067,199
DS,2019-023803 DS,12137071,A&L CONCRETE - 2519 HERNANDEZ ST,2519 HERNANDEZ ST,9/8/19,A&L Concrete LLC,7373339067,199
DS,2019-023805 DS,12137073,A&L CONCRETE - 2521 HERNANDEZ ST,2521 HERNANDEZ ST,9/8/19,A&L Concrete LLC,7373339067,199
DS,2018-196839 DS,12086739,DICKEY - ALBANY DR 7304 - DRIVEWAY INSTALLATION,7304 ALBANY DR,10/1/19,"Dickey & Son Concrete, Inc",51225296362011,200
DS,2019-018937 DS,12131287,RANGEL FOUNDATION - BLAZEBY DR 3409,3409 BLAZEBY DR,10/5/19,Rangel Foundations Inc.,5127485750,200
DS,2018-193922 DS,12083044,RCC - SEGUIN ST 10821 - DRIVEWAY INSTALLATION,10821 SEGUIN ST,9/24/19,"Rangel Concrete Co.LTD,",5122800995,200
DS,2018-203933 DS,12095183,RANGEL - GONZALES RANGER PASS 10824,10824 GONZALES RANGER PASS,9/15/19,"Rangel Concrete Co.LTD,",5122800995,200
DS,2019-016110 DS,12127964,FLECHA'S CONCRETE - 912 FORTROSE TER,912 FORTROSE TER,8/27/19,Flecha's Concrete Works LLC,5127019080,200
DS,2019-042959 DS,12159506,3310-3407 MINNIE ST,3310-3407 MINNIE ST,10/7/19,Zavaleta's Drywall,5125768015,200
DS,2018-120395 DS,11985622,3317 MINNIE ST,3317 MINNIE ST,10/7/19,Zavaleta's Drywall,5125768015,200
DS,2018-197924 DS,12088003,7005 DAUGHERTY ST,7005 DAUGHERTY ST,6/8/19,Masonry Plus,5129147766,200
DS,2018-209753 DS,12102178,DANZE - HALESBORO DR 7016 - DRIVEWAY INSTALLATION,7016 HALESBORO DR,10/7/19,Danze Concrete Inc.,5128379677,200
DS,2018-182568 DS,12063734,RIO - FORESTON DR 13101 - DRIVEWAY INSTALLATION,13101 FORESTON DR,9/30/19,"Rio Construction, Inc.",5124178809,200
DS,2018-186162 DS,12074187,GPC - CHARLES MERLE DR 5617,5617 CHARLES MERLE DR,9/1/19,G & P Contractors Inc,5123125800,201
DS,2019-036525 DS,12151968,RANGEL CONCRETE - MOUNT VERNON DR 4417 - INSTALL DRIVEWAY FOR SECONDARY RESIDENCE,4417 MOUNT VERNON DR,9/25/19,"Rangel Concrete Co.LTD,",5122800995,201
DS,2018-135978 DS,12003435,RANGEL CONCRETE - 911 PLATEAU CIR - INSTALL DRIVWAY TO PRIMARY,911 PLATEAU CIR,9/25/19,"Rangel Concrete Co.LTD,",5122800995,201
DS,2017-009245 DS,11663292,D GONZALEZ CONCRETE - 2205 E 21ST ST,2205 E 21ST ST,9/3/19,D. Gonzalez Concrete,5122767672,201
DS,2019-038922 DS,12154843,11100-11123 MIDDLE FISKVILLE RD,11100-11123 MIDDLE FISKVILLE RD,10/6/19,TERRA EXCAVATION AND CONSTRUCTION LLC,5127891741,201
DS,2018-012839 DS,11860094,100-710 VICTOR ST,100-710 VICTOR ST,10/6/19,TERRA EXCAVATION AND CONSTRUCTION LLC,5127891741,201
DS,2017-143362 DS,11822762,STC - HOME LN 3500 BLK - DRIVEWAY,3400 CEDAR ST,10/9/19,"Strong Tower Concrete, Inc.",5126637493,201
DS,2019-006556 DS,12116785,DANZE - ROXTON CV 8601 - DRIVEWAY INSTALLATION,8601 ROXTON CV,10/8/19,Danze Concrete Inc.,5128379677,201
DS,2019-018408 DS,12130661,RANGEL FOUNDATION - BLAZEBY DR 3400 ,3400 BLAZEBY DR,10/7/19,Rangel Foundations Inc.,5127485750,202
DS,2019-015517 DS,12127212,RANGEL FOUNDATIONS - OFFALY DR 11805 - DRIVEWAY INSTALLATION,11805 OFFALY DR,10/6/19,Rangel Foundations Inc.,5127485750,202
DS,2019-014594 DS,12126104,RANGEL FOUNDATIONS - ALBANY DR 7400 - DRIVEWAY INSTALLATION,7400 ALBANY DR,10/6/19,Rangel Foundations Inc.,5127485750,202
DS,2019-028712 DS,12142737,RANGEL - GONZALES RANGER PASS 10817 - DRIVEWAY INSTALLATION,10817 GONZALES RANGER PASS,9/29/19,"Rangel Concrete Co.LTD,",5122800995,202
DS,2019-023641 DS,12136863,BLANCO - GLOBE MALLOW DR 4804 - Install Driveway/Sidewalk,4804 GLOBE MALLOW DR,10/2/19,"Blanco Concrete, LLC",5122669998,202
DS,2018-100073 DS,11961484,BLANCO CONCRETE - ORIHUELA DR 12808,12808 ORIHUELA DR,10/1/19,"Blanco Concrete, LLC",5122669998,203
DS,2018-208815 DS,12101077,11525 BRINDLE CT,11525 BRINDLE CT,10/9/19,Rangel Foundations Inc.,5127485750,203
DS,2019-027507 DS,12141340,BLANCO - CARDINAL FLOWER DR 13125 - DRIVEWAY INSTALLATION,13125 CARDINAL FLOWER DR,10/7/19,"Blanco Concrete, LLC",5122669998,203
DS,2019-024449 DS,12137801,RANGEL - GONZALES RANGER PASS 10801 - DRIVEWAY INSTALLATION,10801 GONZALES RANGER PASS,9/30/19,"Rangel Concrete Co.LTD,",5122800995,203
DS,2019-022159 DS,12135050,DSC - BRYWOOD DR 3417 - DRIVEWAY INSTALLATION,3417 BRYWOOD DR,10/1/19,"BIG TEX FOUNDATION, LLC",5125240383,203
DS,2018-071332 DS,11927889,EBC - COMAL ST 100 BLK (1513 E 2ND ST) - DRIVEWAY,1513 E 2ND ST,10/2/19,EB Construction,5126958332,203
DS,2019-040092 DS,12156189,KBC - ELLISE AVE 2603 - DRIVEWAY INSTALLATION,2603 ELLISE AVE,10/8/19,KB Concrete,5128484605,203
DS,2018-172850 DS,12044407,RANGEL CONCRETE - 10621 SEGUIN ST,10621 SEGUIN ST,9/3/19,"Rangel Concrete Co.LTD,",5122800995,204
DS,2018-175849 DS,12047704,RCC - BAUGH RD 2233,2233 BAUGH RD,9/3/19,"Rangel Concrete Co.LTD,",5122800995,204
DS,2017-148200 DS,11828565,ACS - LYONS RD 2806 - DRIVEWAY INSTALLATION,2806 LYONS RD,10/9/19,"Alviter Concrete Services, Inc.",5129234698,204
DS,2019-021910 DS,12134733,RANGEL - RANCHITO DR 7201 - DRIVEWAY INSTALLATION,7201 RANCHITO DR,10/1/19,"Rangel Concrete Co.LTD,",5122800995,204
DS,2019-017502 DS,12129568,RCC - SEGUIN ST 10804 - DRIVEWAY INSTALLATION,10804 SEGUIN ST,10/1/19,"Rangel Concrete Co.LTD,",5122800995,204
DS,2018-214875 DS,12108439,RANGEL - GONZALES RANGER PASS 10825 - DRIVEWAY INSTALLATION,10825 GONZALES RANGER PASS,10/1/19,"Rangel Concrete Co.LTD,",5122800995,204
DS,2018-208580 DS,12100778,RANGEL - GONZALES RANGER PASS 10913 - DRIVEWAY INSTALLATION,10913 GONZALES RANGER PASS,10/1/19,"Rangel Concrete Co.LTD,",5122800995,204
DS,2018-062000 DS,11917016,AUSTIN COMMERCIAL - S CONGRESS AVE 1007 - SIDEWALK INSTALLATION,1007 S CONGRESS AVE,10/5/19,"Austin Commercial, LP",5123069880,204
DS,2017-134012 DS,11811853,MCC- WALNUT PARK XING 12516,12516 WALNUT PARK XING,9/14/19,Merval Construction Company,5127750791,204
DS,2018-198967 DS,12089266,RANGEL FOUNDATIONS - SLIGO DR 7309,7309 SLIGO DR,9/24/19,Rangel Foundations Inc.,5127485750,204
DS,2018-195743 DS,12085252,RANGEL FOUNDATIONS  - SLIGO DR 7305,7305 SLIGO DR,9/24/19,Rangel Foundations Inc.,5127485750,204
DS,2018-196749 DS,12086594,RANGEL FOUNDATIONS - SLIGO DR 7300,7300 SLIGO DR,9/24/19,Rangel Foundations Inc.,5127485750,204
DS,2018-168379 DS,12039137,RANGEL - BAUGH RD 2225,2225 BAUGH RD,9/4/19,"Rangel Concrete Co.LTD,",5122800995,205
DS,2019-020677 DS,12133297,RANGEL FOUNDATIONS - OFFALY DR 11800 - DRIVEWAY INSTALLATION,11800 OFFALY DR,10/9/19,Rangel Foundations Inc.,5127485750,205
DS,2019-015525 DS,12127224,RANGEL FOUNDATIONS - OFFALY DR 11801 - DRIVEWAY INSTALLATION,11801 OFFALY DR,10/9/19,Rangel Foundations Inc.,5127485750,205
DS,2019-014611 DS,12126122,RANGEL FOUNDATIONS - ALBANY DR 7406 - DRIVEWAY INSTALLATION,7406 ALBANY DR,10/9/19,Rangel Foundations Inc.,5127485750,205
DS,2018-208603 DS,12100805,RANGEL - GONZALES RANGER PASS 10805 - DRIVEWAY INSTALLATION,10805 GONZALES RANGER PASS,10/2/19,"Rangel Concrete Co.LTD,",5122800995,205
DS,2019-036295 DS,12151721,"BLANCO - SIMOND AVE 2212, UNIT E - DRIVEWAY ONLY",2212 SIMOND AVE UNIT E,10/5/19,"Blanco Concrete, LLC",5122669998,206
DS,2019-036293 DS,12151719,"BLANCO - SIMOND AVE 2212, UNIT D - DRIVEWAY ONLY",2212 SIMOND AVE UNIT D,10/5/19,"Blanco Concrete, LLC",5122669998,206
DS,2019-036291 DS,12151717,"BLANCO - SIMOND AVE 2212, UNIT C - DRIVEWAY ONLY",2212 SIMOND AVE UNIT C,10/5/19,"Blanco Concrete, LLC",5122669998,206
DS,2019-035478 DS,12150751,"BLANCO - SIMOND AVE 2212, UNIT B - DRIVEWAY ONLY",2212 SIMOND AVE UNIT B,10/5/19,"Blanco Concrete, LLC",5122669998,206
DS,2019-035453 DS,12150726,"BLANCO - SIMOND AVE 2212, UNIT A - DRIVEWAY/SIDEWALK",2212 SIMOND AVE UNIT A,10/5/19,"Blanco Concrete, LLC",5122669998,206
DS,2018-138818 DS,12006654,GRIMALDO CONCRETE - THRASHER LN 2017,2017 THRASHER LN,10/7/19,Grimaldo Concrete DBA,5128450329,206
DS,2019-031449 DS,12146018,BLANCO - GLOBE MALLOW DR 5012 - Install Driveway/Sideway,5012 GLOBE MALLOW DR,10/7/19,"Blanco Concrete, LLC",5122669998,207
DS,2019-008774 DS,12119346,RANGEL CONCRETE - 3404 BLAZEBY DR - Install Driveway/Sidewalk,3404 BLAZEBY DR,10/7/19,"Rangel Concrete Co.LTD,",5122800995,207
DS,2018-185849 DS,12073838,FLECHAS - 805 DURNESS DR - DRIVEWAY/SIDEWALK,805 DURNESS DR,9/28/19,Flecha's Concrete Works LLC,5127019080,207
DS,2018-011412 DS,11858367,12106 BELL AVE,12106 BELL AVE,6/25/19,PC Concrete,5127848373,207
DS,2018-176752 DS,12048753,ROCKHARD - E 22ND ST 2819 - Install Driveway,2819 E 22ND ST,10/8/19,Rockhard Concrete LLC,5128017819,208
DS,2018-195583 DS,12084948,ROCKHARD - JUSTIN LN 1304 - Install Driveway,1304 JUSTIN LN,10/8/19,Rockhard Concrete LLC,5128017819,208
DS,2019-004647 DS,12114521,BLANCO - IDEA RD 6803,6803 IDEA RD,8/21/19,"Blanco Concrete, LLC",5122669998,208
DS,2019-030038 DS,12144421,BLANCO - VICENZA DR 6908 - DRIVEWAY INSTALLATION,6908 VICENZA DR,10/9/19,"Blanco Concrete, LLC",5122669998,208
DS,2018-076337 DS,11933832,WADECO - 4008 AVENUE C,4008 AVENUE C,9/23/19,Wadeco Construction Inc,5125254400,208
DS,2019-022571 DS,12135603,DSC - HEIDHORN DR 13945,13945 HEIDHORN DR,9/29/19,"BIG TEX FOUNDATION, LLC",5125240383,208
DS,2019-022562 DS,12135596,DSC - HEIDHORN DR 14001,14001 HEIDHORN DR,9/29/19,"BIG TEX FOUNDATION, LLC",5125240383,208
DS,2019-022140 DS,12135021,DSC - HEIDHORN DR 13941,13941 HEIDHORN DR,9/29/19,"BIG TEX FOUNDATION, LLC",5125240383,208
DS,2018-205897 DS,12097534,RANGEL FOUNDATIONS - SLIGO DR 7304,7304 SLIGO DR,9/28/19,Rangel Foundations Inc.,5127485750,208
DS,2018-163798 DS,12033995,RANGEL FOUNDATIONS - SLIGO DR 7320,7320 SLIGO DR,9/28/19,Rangel Foundations Inc.,5127485750,208
DS,2019-000234 DS,12109770,RCC - DICKINSON TER 2217 - DRIVEWAY INSTALLATION,2217 DICKINSON TER,10/7/19,"Rangel Concrete Co.LTD,",5122800995,209
DS,2019-011753 DS,12122919,RANGEL - GONZALES RANGER PASS 10920 - DRIVEWAY INSTALLATION,10920 GONZALES RANGER PASS,10/6/19,"Rangel Concrete Co.LTD,",5122800995,209
DS,2016-155788 DS,11650558,BEC - OAK SPRINGS DR 3000 - DRIVEWAY AND SIDEWALK,3000 OAK SPRINGS DR,10/6/19,"Bailey Elliott Construction, Inc.",5123273951,209
DS,2017-101832 DS,11774109,CAPITOL CONSTRUCTION - 3210 HANCOCK DR,3210 HANCOCK DR,7/16/19,Capitol Construction Group,5129065559,209
DS,2018-199279 DS,12089639,1709 LOST CREEK BLVD,1709 LOST CREEK BLVD,6/17/19,"Stewart Builders, Inc. DBA Keystone Concrete Placement",5129313033,209
DS,2019-007492 DS,12117847,BLANCO CONCRETE - GANDIA DR 13009,13009 GANDIA DR,9/18/19,"Blanco Concrete, LLC",5122669998,210
DS,2018-206511 DS,12098270,RANGEL FOUNDATIONS - OFFALY DR 11729 - DRIVEWAY INSTALLATION,11729 OFFALY DR,10/1/19,Rangel Foundations Inc.,5127485750,210
DS,2019-015503 DS,12127200,RANGEL FOUNDATIONS - OFFALY DR 11725,11725 OFFALY DR,10/1/19,Rangel Foundations Inc.,5127485750,210
DS,2019-015411 DS,12127082,RCC - LOSOYA CV 10709 - DRIVEWAY INSTALLATION,10709 LOSOYA CV,10/7/19,"Rangel Concrete Co.LTD,",5122800995,210
DS,2018-214484 DS,12107950,RANGEL - GONZALES RANGER PASS 10905 - DRIVEWAY INSTALLATION,10905 GONZALES RANGER PASS,10/7/19,"Rangel Concrete Co.LTD,",5122800995,210
DS,2018-189269 DS,12077670,FLECHAS - 901 DURNESS DR - DRIVE/SIDEWALK,901 DURNESS DR,10/1/19,Flecha's Concrete Works LLC,5127019080,210
DS,2019-034229 DS,12149348,GARZA MASONRY - OAKLAWN AVE 2606,2606 OAKLAWN AVE,10/1/19,Garza Masonry,5127848249,210
DS,2017-125022 DS,11801225,GARZA MASONRY - OAKLAWN AVE 2606,2606 OAKLAWN AVE,10/1/19,Garza Masonry,5127848249,210
DS,2019-017372 DS,12129396,CIM - KNOCKFIN DR 7617,7617 KNOCKFIN DR,9/25/19,"CIM Enterprises, Inc.",5126364711,210
DS,2018-166706 DS,12037295,RANGEL - BAUGH RD 2216,2216 BAUGH RD,9/10/19,"Rangel Concrete Co.LTD,",5122800995,211
DS,2019-025026 DS,12138488,BLANCO - CARDINAL FLOWER DR 13217 - DRIVEWAY INSTALLATION,13217 CARDINAL FLOWER DR,10/9/19,"Blanco Concrete, LLC",5122669998,211
DS,2019-012402 DS,12123656,BLANCO CONCRETE - 4904 GLOBE MALLOW DR,4904 GLOBE MALLOW DR,9/10/19,"Blanco Concrete, LLC",5122669998,211
DS,2018-003697 DS,11849018,Zapalac - 8000 METROPOLIS DR - Install sidewalk / driveway,7700-8433 METROPOLIS DR,10/9/19,Zapalac/Reed Construction,5123068888,211
DS,2019-038235 DS,12154007,ZR - METLINK DR 3000 BLK - (2) DW,3000-3121 METLINK DR,10/9/19,Zapalac/Reed Construction,5123068888,211
DS,2019-024447 DS,12137795,RCC - BAUGH RD 2212 - DRIVEWAY INSTALLATION,2212 BAUGH RD,10/9/19,"Rangel Concrete Co.LTD,",5122800995,211
DS,2018-174398 DS,12046005,RANGEL CONCRETE - 2213 ZEPEDA PL,2213 ZEPEDA PL,9/11/19,"Rangel Concrete Co.LTD,",5122800995,211
DS,2019-022540 DS,12135546,DSC - BRYWOOD DR 3409 - DRIVEWAY INSTALLATION,3409 BRYWOOD DR,10/9/19,"BIG TEX FOUNDATION, LLC",5125240383,211
DS,2019-022559 DS,12135575,DSC - BRYWOOD DR 3401 - DRIVEWAY INSTALLATION,3401 BRYWOOD DR,10/9/19,"BIG TEX FOUNDATION, LLC",5125240383,211
DS,2018-196751 DS,12086606,RANGEL FOUNDATIONS - SLIGO DR 7316,7316 SLIGO DR,10/1/19,Rangel Foundations Inc.,5127485750,211
DS,2019-020317 DS,12132886,RANGEL - GONZALES RANGER PASS 10909 - DRIVEWAY INSTALLATION,10909 GONZALES RANGER PASS,10/9/19,"Rangel Concrete Co.LTD,",5122800995,212
DS,2018-163938 DS,12034150,RANGEL FOUNDATIONS - ROXBURGH PASS 11620,11620 ROXBURGH PASS,10/2/19,Rangel Foundations Inc.,5127485750,212
DS,2018-173540 DS,12045021,RANGEL FOUNDATIONS - ROXBURGH PASS 11612,11612 ROXBURGH PASS,10/2/19,Rangel Foundations Inc.,5127485750,212
DS,2018-205896 DS,12097529,Rangel Foundations - ROXBURGH PASS 11608,11608 ROXBURGH PASS,10/2/19,Rangel Foundations Inc.,5127485750,212
DS,2019-015822 DS,12127606,BLANCO - LAWRENCE ST 1709 BLDG 6 - DRIVEWAY INSTALLATION,1709 LAWRENCE ST,10/6/19,"Blanco Concrete, LLC",5122669998,213
DS,2019-023571 DS,12136763,205 CHICON ST,205 CHICON ST,9/14/19,WR Construction,5128446369,213
DS,2018-184070 DS,12072269,RCC - SEGUIN ST 10800 - DRIVEWAY INSTALLATION,10800 SEGUIN ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,213
DS,2018-196139 DS,12085744,RCC - SEGUIN ST 10808 - DRIVEWAY INSTALLATION,10808 SEGUIN ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,213
DS,2018-196158 DS,12085749,RCC - SEGUIN ST 10805 - DRIVEWAY INSTALLATION,10805 SEGUIN ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,213
DS,2018-193773 DS,12082881,RCC - SEGUIN ST 10809 - DRIVEWAY INSTALLATION,10809 SEGUIN ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,213
DS,2018-194222 DS,12083421,RCC - SEGUIN ST 10708 - DRIVEWAY INSTALLATION,10708 SEGUIN ST,10/7/19,"Rangel Concrete Co.LTD,",5122800995,213
DS,2018-163186 DS,12033302,JDS - BELLAIRE DR 1505 - DRIVEWAY,1505 BELLAIRE DR,9/16/19,JDS Plumbing,5128036058,213
DS,2019-017385 DS,12129414,CIM - SPRINGFIELD DR 7905,7905 SPRINGFIELD DR,9/28/19,"CIM Enterprises, Inc.",5126364711,213
DS,2018-112951 DS,11976672,STEWART - WHITE HORSE TRL 2600 - DRIVEWAY INSTALLATION,2600 WHITE HORSE TRL,10/7/19,"Stewart Builders, Inc. DBA Keystone Concrete Placement",5129313033,213
DS,2012-067746 DS,10793473,902 OLIVE ST,902 OLIVE ST,2/4/13,G.T. Conkrete,5122151307,213
DS,2018-208086 DS,12100146,RCC - DICKINSON TER 2201,2201 DICKINSON TER,9/28/19,"Rangel Concrete Co.LTD,",5122800995,214
DS,2018-195499 DS,12084846,RCC - SEGUIN ST 10817 - DRIVEWAY INSTALLATION,10817 SEGUIN ST,10/8/19,"Rangel Concrete Co.LTD,",5122800995,214
DS,2018-207408 DS,12099368,RCC - SEGUIN ST 10813 - DRIVEWAY INSTALLATION,10813 SEGUIN ST,10/8/19,"Rangel Concrete Co.LTD,",5122800995,214
